_MEMBER_Activated_Mfs,_MEMBER_Resident_Mfs,_LogP_Activated_Mfs,_LogP_Resident_Mfs,GO,_PATTERN_,_RANK_,GiniIndex,Category,CategoryID,Description,PARENT_GO,LogP,Enrichment,Z-score,#TotalGeneInLibrary,#GeneInGO,#GeneInHitList,#GeneInGOAndHitList,%InGO,STDV %InGO,GeneID,Hits,Log(q-value),EvidenceCutoff,GROUP_ID,FirstInGroupByEnrichment,FirstInGroupByLogP,BestLogPInGroup,BestEnrichmentInGroup,URL
1,1,-3.138006272827942,-3.395591565624945,GO:0010595,M11,2,0,GO Biological Processes,19,positive regulation of endothelial cell migration,19_GO:0040011 locomotion,-4.861993297192792,3.2876623376623377,5.353413246201219,15189,105,748,17,2.272727272727273,0.5449174961057907,11350|11745|11852|12317|14751|14824|15251|15368|15507|18438|18591|19141|20620|22339|23991|70097|74030,Abl1|Anxa3|Rhob|Calr|Gpi1|Grn|Hif1a|Hmox1|Hspb1|P2rx4|Pdgfb|Lgmn|Plk2|Vegfa|Cib1|Sash1|Rin2,-2.777444800770187,0,2,0,0,-15.220428483828494,3.537200276004831,
1,1,-3.135069342640079,-3.7520121903841983,GO:0010594,M11,2,0,GO Biological Processes,19,regulation of endothelial cell migration,19_GO:0040011 locomotion,-4.741402789078297,2.723995695839312,5.051883421127407,15189,164,748,22,2.9411764705882355,0.617770625306475,11350|11745|11816|11852|12317|14645|14751|14824|15251|15368|15507|16600|18438|18591|19141|20620|22339|23991|69216|70097|72461|74030,Abl1|Anxa3|Apoe|Rhob|Calr|Glul|Gpi1|Grn|Hif1a|Hmox1|Hspb1|Klf4|P2rx4|Pdgfb|Lgmn|Plk2|Vegfa|Cib1|Svbp|Sash1|Prcp|Rin2,-2.6744930410684065,0,2,0,0,-15.220428483828494,3.537200276004831,
1,0,-2.369999140620161,0.0,GO:0043536,M10,1,0,GO Biological Processes,19,positive regulation of blood vessel endothelial cell migration,19_GO:0040011 locomotion,-2.870925664693594,3.322824501701507,3.9275646049558604,15189,55,748,9,1.2032085561497325,0.3986493654303195,11350|15251|15368|15507|18438|18591|20620|22339|23991,Abl1|Hif1a|Hmox1|Hspb1|P2rx4|Pdgfb|Plk2|Vegfa|Cib1,-1.2882803337816302,0,2,0,0,-15.220428483828494,3.537200276004831,
1,0,-2.427303387048491,0.0,GO:0043535,M10,1,0,GO Biological Processes,19,regulation of blood vessel endothelial cell migration,19_GO:0040011 locomotion,-2.8256198493970897,2.707486631016043,3.697489363439353,15189,90,748,12,1.6042780748663101,0.45938534170415074,11350|11816|15251|15368|15507|16600|18438|18591|20620|22339|23991|72461,Abl1|Apoe|Hif1a|Hmox1|Hspb1|Klf4|P2rx4|Pdgfb|Plk2|Vegfa|Cib1|Prcp,-1.2637250168909326,0,2,0,0,-15.220428483828494,3.537200276004831,
1,1,-8.660086419166404,-13.98576831252728,mmu04142,M11,2,0,KEGG Pathway,24,Lysosome - Mus musculus (house mouse),,-13.98576831252728,6.668591691995948,11.417335972015648,15189,126,470,26,5.531914893617022,1.054463064909563,11432|11433|11886|12492|12512|12751|12757|13030|13032|13033|13036|13039|13040|15211|16783|16889|17159|19025|19141|19156|27060|64138|67963|74105|75612|240283,Acp2|Acp5|Asah1|Scarb2|Cd63|Tpp1|Clta|Ctsb|Ctsc|Ctsd|Ctsh|Ctsl|Ctss|Hexa|Lamp1|Lipa|Man2b1|Ctsa|Lgmn|Psap|Tcirg1|Ctsz|Npc2|Gga2|Gns|Dmxl1,-10.014979667308197,0,3,1,1,-13.98576831252728,6.668591691995948,
1,1,-2.569597142038427,-4.459432813540978,GO:0030163,M11,2,0,GO Biological Processes,19,protein catabolic process,19_GO:0008152 metabolic process,-4.459432813540978,1.9307466481038709,4.515386950136488,15189,703,470,42,8.936170212765957,1.3158298758344282,11816|12317|12330|12751|13030|13032|13033|13036|13039|13040|14042|14824|15442|15481|16889|17155|17390|18439|19141|19156|22027|22217|27060|29810|50758|54607|59044|64136|64138|64209|65256|66212|69178|74646|76192|83814|100494|211323|268291|407821|672511|100037258,Apoe|Calr|Canx|Tpp1|Ctsb|Ctsc|Ctsd|Ctsh|Ctsl|Ctss|Ext1|Grn|Hpse|Hspa8|Lipa|Man1a|Mmp2|P2rx7|Lgmn|Psap|Hsp90b1|Usp12|Tcirg1|Bag3|Fbxl17|Socs6|Rnf130|Sdf2l1|Ctsz|Herpud1|Asb2|Sec61b|Snx5|Spsb1|Abhd12|Nedd4l|Zfand2a|Nrg1|Rnf217|Znrf3|Rnf213|Dnajc3,-2.5230188473095168,0,3,0,0,-13.98576831252728,6.668591691995948,
1,1,-3.899711695691829,-13.907964218018913,mmu04612,M11,2,0,KEGG Pathway,24,Antigen processing and presentation - Mus musculus (house mouse),,-13.907964218018913,9.367252543940795,12.447771215550654,15189,69,470,20,4.25531914893617,0.9310531372206036,12317|12330|12504|13030|13039|13040|14827|14960|14961|14969|14998|14999|15481|15511|15516|15519|16149|19141|65972|193740,Calr|Canx|Cd4|Ctsb|Ctsl|Ctss|Pdia3|H2-Aa|H2-Ab1|H2-Eb1|H2-DMa|H2-DMb1|Hspa8|Hspa1b|Hsp90ab1|Hsp90aa1|Cd74|Lgmn|Ifi30|Hspa1a,-10.014979667308197,0,4,1,1,-13.907964218018913,18.85159574468085,
1,1,-8.91291542681516,-6.620378715114764,GO:0019882,M11,2,0,GO Biological Processes,19,antigen processing and presentation,19_GO:0002376 immune system process,-10.586340594976736,5.07653743315508,9.118884696001727,15189,96,748,24,3.2085561497326203,0.6443510004449685,11793|12317|12479|13039|13040|14042|14130|14131|14827|14960|14961|14964|14969|14972|14990|14998|14999|16149|18173|19156|19325|54445|65972|76438,Atg5|Calr|Cd1d1|Ctsl|Ctss|Ext1|Fcgr2b|Fcgr3|Pdia3|H2-Aa|H2-Ab1|H2-D1|H2-Eb1|H2-K1|H2-M2|H2-DMa|H2-DMb1|Cd74|Slc11a1|Psap|Rab10|Unc93b1|Ifi30|Rftn1,-7.257627474704583,0,4,0,0,-13.907964218018913,18.85159574468085,
1,1,-7.075859321430466,-6.6140939218948684,GO:0048002,M11,2,0,GO Biological Processes,19,antigen processing and presentation of peptide antigen,19_GO:0002376 immune system process,-9.505936860771577,6.091844919786096,8.993901791116537,15189,60,748,18,2.406417112299465,0.5603318200360313,12317|13039|13040|14130|14131|14827|14960|14961|14964|14969|14972|14990|14998|14999|16149|18173|54445|65972,Calr|Ctsl|Ctss|Fcgr2b|Fcgr3|Pdia3|H2-Aa|H2-Ab1|H2-D1|H2-Eb1|H2-K1|H2-M2|H2-DMa|H2-DMb1|Cd74|Slc11a1|Unc93b1|Ifi30,-6.318975125392262,0,4,0,0,-13.907964218018913,18.85159574468085,
1,1,-7.6061042328191855,-6.230577336473119,GO:0002460,M11,2,0,GO Biological Processes,19,adaptive immune response based on somatic recombination of immune receptors built from immunoglobulin superfamily domains,19_GO:0002376 immune system process,-9.484960948166716,3.4720359646449253,7.865895685016251,15189,193,748,33,4.411764705882353,0.7508576226397106,12259|12260|12262|12266|12267|12520|13032|13036|14130|14131|14960|14961|14964|14969|14972|14998|14999|15510|16068|16149|16159|16190|16193|17085|18173|18439|18733|22339|23882|27060|30925|54445|76438,C1qa|C1qb|C1qc|C3|C3ar1|Cd81|Ctsc|Ctsh|Fcgr2b|Fcgr3|H2-Aa|H2-Ab1|H2-D1|H2-Eb1|H2-K1|H2-DMa|H2-DMb1|Hspd1|Il18bp|Cd74|Il12a|Il4ra|Il6|Ly9|Slc11a1|P2rx7|Pirb|Vegfa|Gadd45g|Tcirg1|Slamf6|Unc93b1|Rftn1,-6.318975125392262,0,4,0,0,-13.907964218018913,18.85159574468085,
1,1,-6.444385244816019,-7.32675115148074,GO:0002478,M11,2,0,GO Biological Processes,19,antigen processing and presentation of exogenous peptide antigen,19_GO:0002376 immune system process,-9.02132233735404,9.372069107363224,9.723651166394005,15189,26,748,12,1.6042780748663101,0.45938534170415074,13040|14130|14131|14960|14961|14969|14972|14998|14999|16149|54445|65972,Ctss|Fcgr2b|Fcgr3|H2-Aa|H2-Ab1|H2-Eb1|H2-K1|H2-DMa|H2-DMb1|Cd74|Unc93b1|Ifi30,-5.906489037026966,0,4,0,0,-13.907964218018913,18.85159574468085,
1,1,-6.806572069854288,-6.445499252554609,GO:0019884,M11,2,0,GO Biological Processes,19,antigen processing and presentation of exogenous antigen,19_GO:0002376 immune system process,-8.880711136010959,8.249373328877006,9.34267601567272,15189,32,748,13,1.7379679144385027,0.4778184871343612,12479|13040|14130|14131|14960|14961|14969|14972|14998|14999|16149|54445|65972,Cd1d1|Ctss|Fcgr2b|Fcgr3|H2-Aa|H2-Ab1|H2-Eb1|H2-K1|H2-DMa|H2-DMb1|Cd74|Unc93b1|Ifi30,-5.789358931533409,0,4,0,0,-13.907964218018913,18.85159574468085,
1,1,-5.029267935783419,-8.771980138533715,GO:0019886,M11,2,0,GO Biological Processes,19,antigen processing and presentation of exogenous peptide antigen via MHC class II,19_GO:0002376 immune system process,-8.771980138533715,15.308062709966404,11.15128500210284,15189,19,470,9,1.9148936170212767,0.6321569696961026,13040|14960|14961|14969|14998|14999|16149|54445|65972,Ctss|H2-Aa|H2-Ab1|H2-Eb1|H2-DMa|H2-DMb1|Cd74|Unc93b1|Ifi30,-5.680627934056165,0,4,0,0,-13.907964218018913,18.85159574468085,
1,1,-4.444699563524476,-5.753327873573241,mmu05152,M11,2,0,KEGG Pathway,24,Tuberculosis - Mus musculus (house mouse),,-8.565726306010998,3.6214789332061716,7.5143301755213185,15189,157,748,28,3.7433155080213902,0.6940533696764865,12043|12266|13033|13040|14130|14131|14960|14961|14969|14998|14999|15510|16149|16159|16193|16411|16451|16706|16783|17533|18033|20779|21897|24088|27060|69632|108058|240354,Bcl2|C3|Ctsd|Ctss|Fcgr2b|Fcgr3|H2-Aa|H2-Ab1|H2-Eb1|H2-DMa|H2-DMb1|Hspd1|Cd74|Il12a|Il6|Itgax|Jak1|Ksr1|Lamp1|Mrc1|Nfkb1|Src|Tlr1|Tlr2|Tcirg1|Arhgef12|Camk2d|Malt1,-5.557348336598212,0,4,0,0,-13.907964218018913,18.85159574468085,
1,1,-4.748948791995825,-8.293316532129655,GO:0002495,M11,2,0,GO Biological Processes,19,antigen processing and presentation of peptide antigen via MHC class II,19_GO:0002376 immune system process,-8.293316532129655,13.85015197568389,10.529647241145415,15189,21,470,9,1.9148936170212767,0.6321569696961026,13040|14960|14961|14969|14998|14999|16149|54445|65972,Ctss|H2-Aa|H2-Ab1|H2-Eb1|H2-DMa|H2-DMb1|Cd74|Unc93b1|Ifi30,-5.338184074670094,0,4,0,0,-13.907964218018913,18.85159574468085,
1,1,-6.708921313456625,-5.375093879052362,GO:0002250,M11,2,0,GO Biological Processes,19,adaptive immune response,19_GO:0002376 immune system process,-8.125666051122318,2.685652061411075,6.824398364325979,15189,310,748,41,5.481283422459893,0.8322412513123243,12259|12260|12262|12266|12267|12504|12520|12523|12524|13032|13036|13051|13733|14130|14131|14960|14961|14964|14969|14972|14998|14999|15510|16068|16149|16159|16190|16193|17085|18173|18439|18733|22339|23882|27060|30925|54445|68279|75345|76438|94185,C1qa|C1qb|C1qc|C3|C3ar1|Cd4|Cd81|Cd84|Cd86|Ctsc|Ctsh|Cx3cr1|Adgre1|Fcgr2b|Fcgr3|H2-Aa|H2-Ab1|H2-D1|H2-Eb1|H2-K1|H2-DMa|H2-DMb1|Hspd1|Il18bp|Cd74|Il12a|Il4ra|Il6|Ly9|Slc11a1|P2rx7|Pirb|Vegfa|Gadd45g|Tcirg1|Slamf6|Unc93b1|Mcoln2|Slamf7|Rftn1|Tnfrsf21,-5.217958243590894,0,4,0,0,-13.907964218018913,18.85159574468085,
1,1,-4.620993886677103,-8.076838724241068,GO:0002504,M11,2,0,GO Biological Processes,19,antigen processing and presentation of peptide or polysaccharide antigen via MHC class II,19_GO:0002376 immune system process,-8.076838724241068,13.220599613152803,10.249769123602535,15189,22,470,9,1.9148936170212767,0.6321569696961026,13040|14960|14961|14969|14998|14999|16149|54445|65972,Ctss|H2-Aa|H2-Ab1|H2-Eb1|H2-DMa|H2-DMb1|Cd74|Unc93b1|Ifi30,-5.169130916709644,0,4,0,0,-13.907964218018913,18.85159574468085,
0,1,0.0,-7.74487508517352,GO:0023026,M01,1,0,GO Molecular Functions,21,MHC class II protein complex binding,,-7.74487508517352,18.85159574468085,11.054389683864455,15189,12,470,7,1.4893617021276595,0.5587180843053051,12504|14960|14961|14969|14998|14999|16149,Cd4|H2-Aa|H2-Ab1|H2-Eb1|H2-DMa|H2-DMb1|Cd74,-4.893283219621028,0,4,0,0,-13.907964218018913,18.85159574468085,
1,1,-5.568726571701383,-3.629517249541174,mmu05140,M11,2,0,KEGG Pathway,24,Leishmaniasis - Mus musculus (house mouse),,-7.681526786300867,5.07653743315508,7.6675760725134525,15189,68,748,17,2.272727272727273,0.5449174961057907,12266|13057|13058|13627|14131|14281|14960|14961|14969|14998|14999|16159|16412|16451|16476|18033|24088,C3|Cyba|Cybb|Eef1a1|Fcgr3|Fos|H2-Aa|H2-Ab1|H2-Eb1|H2-DMa|H2-DMb1|Il12a|Itgb1|Jak1|Jun|Nfkb1|Tlr2,-4.924204837590223,0,4,0,0,-13.907964218018913,18.85159574468085,
1,1,-5.237836052568907,-4.706742642036418,mmu04145,M11,2,0,KEGG Pathway,24,Phagosome - Mus musculus (house mouse),,-7.609166144308628,3.4734203490008446,6.974957773362068,15189,152,748,26,3.4759358288770055,0.6697348156275558,12266|12317|12330|13039|13040|13057|13058|14130|14131|14960|14961|14964|14969|14972|14990|14998|14999|16410|16412|16419|16783|17533|20288|24088|27060|66212,C3|Calr|Canx|Ctsl|Ctss|Cyba|Cybb|Fcgr2b|Fcgr3|H2-Aa|H2-Ab1|H2-D1|H2-Eb1|H2-K1|H2-M2|H2-DMa|H2-DMb1|Itgav|Itgb1|Itgb5|Lamp1|Mrc1|Msr1|Tlr2|Tcirg1|Sec61b,-4.86230962927615,0,4,0,0,-13.907964218018913,18.85159574468085,
1,1,-7.211202579814289,-4.866479439803793,GO:0002252,M11,2,0,GO Biological Processes,19,immune effector process,19_GO:0002376 immune system process,-7.494465520246491,2.4876479729420904,6.417538885630946,15189,351,748,43,5.748663101604278,0.8510917671610113,11350|11745|12259|12260|12262|12266|12520|13032|13036|13421|14130|14131|14824|14960|14961|14962|14964|14969|14972|14998|14999|15510|16149|16159|16190|16193|16889|17085|18124|18173|18439|18477|18636|18733|19419|23882|27060|30925|54445|66824|69582|76438|83433,Abl1|Anxa3|C1qa|C1qb|C1qc|C3|Cd81|Ctsc|Ctsh|Dnase1l3|Fcgr2b|Fcgr3|Grn|H2-Aa|H2-Ab1|Cfb|H2-D1|H2-Eb1|H2-K1|H2-DMa|H2-DMb1|Hspd1|Cd74|Il12a|Il4ra|Il6|Lipa|Ly9|Nr4a3|Slc11a1|P2rx7|Prdx1|Cfp|Pirb|Rasgrp1|Gadd45g|Tcirg1|Slamf6|Unc93b1|Pycard|Plekhm2|Rftn1|Trem2,-4.7871175464976865,0,4,0,0,-13.907964218018913,18.85159574468085,
